periodo;sexo;region;provincia;nivel_geografico;ubicacion;causa_mortalidad;tipo_causa;tasa_mortalidad;riesgo_mortalidad;esperanza_vida;categoria_ev
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;213.65;Elevado;21.3;Alta
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;212.98;Elevado;21.2;Alta
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;221.73;Elevado;21.2;Alta
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;252.94;Elevado;21.0;Alta
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;225.22;Elevado;21.4;Alta
2016;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;194.32;Moderado;22.8;Alta
2016;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;236.92;Elevado;21.0;Alta
2016;Ambos sexos;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;233.18;Elevado;21.1;Alta
2016;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;253.24;Elevado;20.7;Media
2016;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;208.11;Elevado;21.7;Alta
2016;Ambos sexos;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;234.9;Elevado;21.0;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;229.04;Elevado;21.8;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;226.37;Elevado;22.9;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;264.22;Elevado;21.0;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;264.63;Elevado;20.2;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;233.52;Elevado;20.5;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;202.29;Elevado;21.2;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;266.78;Elevado;20.1;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;247.47;Elevado;20.8;Media
2016;Ambos sexos;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;243.72;Elevado;20.9;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;246.56;Elevado;20.8;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;239.56;Elevado;21.2;Alta
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;258.41;Elevado;20.3;Media
2016;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;236.18;Elevado;20.4;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;362.88;Elevado;18.8;Baja
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;311.1;Elevado;19.3;Media
2016;Hombres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;307.34;Elevado;19.4;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;318.58;Elevado;19.0;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;278.28;Elevado;19.9;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;323.22;Elevado;18.8;Baja
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;305.67;Elevado;19.3;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;342.59;Elevado;19.6;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;297.99;Elevado;19.0;Media
2016;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;263.07;Elevado;20.9;Media
2016;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;334.23;Elevado;19.0;Media
2016;Hombres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;334.15;Elevado;19.1;Media
2016;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;382.18;Elevado;18.8;Baja
2016;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;287.14;Elevado;19.7;Media
2016;Hombres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;334.36;Elevado;19.0;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;334.32;Elevado;19.6;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;333.56;Elevado;20.0;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;347.35;Elevado;19.3;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;395.82;Elevado;17.5;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;327.34;Elevado;19.1;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;257.44;Elevado;19.1;Media
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;382.82;Elevado;18.3;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;381.1;Elevado;18.8;Baja
2016;Hombres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;355.21;Elevado;18.7;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;357.83;Elevado;18.5;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;347.34;Elevado;18.8;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;385.13;Elevado;18.3;Baja
2016;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;320.25;Elevado;18.6;Baja
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;164.74;Moderado;23.6;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;143.24;Moderado;23.3;Alta
2016;Mujeres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;156.96;Moderado;23.0;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;150.16;Moderado;22.7;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;163.31;Moderado;22.5;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;125.37;Moderado;23.4;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;152.09;Moderado;23.1;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;182.18;Moderado;22.3;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;172.14;Moderado;23.4;Alta
2016;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;132.56;Moderado;24.6;Alta
2016;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;160.08;Moderado;22.9;Alta
2016;Mujeres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;152.79;Moderado;22.9;Alta
2016;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;152.78;Moderado;22.5;Alta
2016;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;139.71;Moderado;23.8;Alta
2016;Mujeres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;159.44;Moderado;22.9;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;154.22;Moderado;23.5;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;153.41;Moderado;25.2;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;198.16;Moderado;22.6;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;166.42;Moderado;22.9;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;162.01;Moderado;21.7;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;158.89;Moderado;23.3;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;176.16;Moderado;21.8;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;143.9;Moderado;22.7;Alta
2016;Mujeres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;162.73;Moderado;22.8;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;167.77;Moderado;22.6;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;163.14;Moderado;23.3;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;162.36;Moderado;22.2;Alta
2016;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;172.3;Moderado;22.0;Alta
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;230.19;Elevado;21.4;Alta
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;224.55;Elevado;20.7;Media
2017;Ambos sexos;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;221.17;Elevado;20.9;Media
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;212.15;Elevado;21.1;Alta
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;207.9;Elevado;21.6;Alta
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;211.23;Elevado;20.9;Media
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;222.36;Elevado;20.6;Media
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;222.33;Elevado;20.7;Media
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;227.18;Elevado;20.6;Media
2017;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;227.59;Elevado;21.1;Alta
2017;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;222.16;Elevado;21.2;Alta
2017;Ambos sexos;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;224.24;Elevado;21.1;Alta
2017;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;236.98;Elevado;20.9;Media
2017;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;210.79;Elevado;21.4;Alta
2017;Ambos sexos;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;230.81;Elevado;20.7;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;235.45;Elevado;21.2;Alta
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;230.41;Elevado;22.2;Alta
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;261.77;Elevado;20.2;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;259.71;Elevado;20.0;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;243.96;Elevado;19.8;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;211.74;Elevado;21.0;Alta
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;242.9;Elevado;20.1;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;242.54;Elevado;20.4;Media
2017;Ambos sexos;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;239.43;Elevado;20.6;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;246.56;Elevado;20.9;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;237.45;Elevado;21.2;Alta
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;241.86;Elevado;19.9;Media
2017;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;232.03;Elevado;19.8;Media
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;341.81;Elevado;19.2;Media
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;321.31;Elevado;18.7;Baja
2017;Hombres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;308.21;Elevado;19.0;Media
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;310.8;Elevado;19.0;Media
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;294.36;Elevado;19.8;Media
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;301.21;Elevado;18.9;Baja
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;291.69;Elevado;18.9;Baja
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;326.71;Elevado;18.8;Baja
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;322.47;Elevado;18.6;Baja
2017;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;287.79;Elevado;19.6;Media
2017;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;304.23;Elevado;19.4;Media
2017;Hombres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;312.08;Elevado;19.2;Media
2017;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;338.92;Elevado;18.8;Baja
2017;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;286.47;Elevado;19.4;Media
2017;Hombres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;330.54;Elevado;18.7;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;349.01;Elevado;18.7;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;337.09;Elevado;19.4;Media
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;354.88;Elevado;17.8;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;417.99;Elevado;17.5;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;353.65;Elevado;17.9;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;278.2;Elevado;19.3;Media
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;351.96;Elevado;17.8;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;344.42;Elevado;18.7;Baja
2017;Hombres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;352.6;Elevado;18.4;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;351.44;Elevado;18.6;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;333.38;Elevado;19.0;Media
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;363.41;Elevado;18.3;Baja
2017;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;348.65;Elevado;18.1;Baja
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;148.43;Moderado;23.3;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;152.46;Moderado;22.5;Alta
2017;Mujeres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;153.29;Moderado;22.6;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;136.82;Moderado;22.9;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;143.39;Moderado;23.2;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;144.77;Moderado;22.8;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;163.72;Moderado;22.2;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;136.49;Moderado;22.5;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;156.89;Moderado;22.4;Alta
2017;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;173.9;Moderado;22.6;Alta
2017;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;157.89;Moderado;22.7;Alta
2017;Mujeres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;155.36;Moderado;22.8;Alta
2017;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;159.1;Moderado;22.8;Alta
2017;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;146.66;Moderado;23.3;Alta
2017;Mujeres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;156.66;Moderado;22.6;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;155.84;Moderado;23.3;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;161.18;Moderado;24.5;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;187.55;Moderado;22.8;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;145.83;Moderado;22.4;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;163.46;Moderado;21.6;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;153.52;Moderado;22.8;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;160.7;Moderado;22.3;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;161.67;Moderado;21.9;Alta
2017;Mujeres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;159.16;Moderado;22.5;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;177.16;Moderado;22.8;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;168.22;Moderado;23.1;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;152.34;Moderado;21.5;Alta
2017;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;143.27;Moderado;21.4;Alta
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;234.27;Elevado;21.8;Alta
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;234.26;Elevado;20.8;Media
2018;Ambos sexos;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;218.48;Elevado;20.9;Media
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;219.06;Elevado;20.8;Media
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;210.47;Elevado;21.3;Alta
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;225.37;Elevado;19.7;Media
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;193.54;Moderado;21.0;Alta
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;235.59;Elevado;20.1;Media
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;222.72;Elevado;20.8;Media
2018;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;211.13;Elevado;21.8;Alta
2018;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;228.86;Elevado;21.1;Alta
2018;Ambos sexos;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;226.59;Elevado;20.6;Media
2018;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;240.19;Elevado;19.9;Media
2018;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;212.78;Elevado;20.4;Media
2018;Ambos sexos;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;224.25;Elevado;20.8;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;221.1;Elevado;21.5;Alta
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;223.4;Elevado;22.5;Alta
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;258.68;Elevado;20.4;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;242.26;Elevado;20.4;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;227.37;Elevado;20.4;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;183.9;Moderado;21.0;Alta
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;256.59;Elevado;19.9;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;243.81;Elevado;20.1;Media
2018;Ambos sexos;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;228.06;Elevado;20.8;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;233.27;Elevado;20.6;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;215.69;Elevado;21.6;Alta
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;216.94;Elevado;20.2;Media
2018;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;219.54;Elevado;20.2;Media
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;342.27;Elevado;19.4;Media
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;346.69;Elevado;18.6;Baja
2018;Hombres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;304.05;Elevado;19.1;Media
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;323.7;Elevado;18.8;Baja
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;284.41;Elevado;19.4;Media
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;300.42;Elevado;17.9;Baja
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;258.36;Elevado;19.4;Media
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;327.2;Elevado;18.4;Baja
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;304.04;Elevado;18.8;Baja
2018;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;287.33;Elevado;20.4;Media
2018;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;336.11;Elevado;19.0;Media
